model,rate,seed,channel,mse,mae,nmse,skill,mode
Persistence,0.4,0,wind_u,2.9475353993784332,1.3068269251986324,0.794752375431609,1.0,block
Persistence,0.4,0,wind_v,5.749933815318752,1.7343180705461139,1.3924921320548367,1.0,block
LSTM,0.4,1,water_level,0.12668595966956428,0.2479986000852466,0.49449086230498734,0.2206447608161967,block
LSTM,0.4,1,air_temp,1.942105061515643,0.9856279609934969,0.2258219501027464,0.4924210277001556,block
LSTM,0.4,1,water_temp,0.7910910521545083,0.6518882694223942,0.1096882580107421,0.7792800963508437,block
LSTM,0.4,1,air_pressure,3.1042744749309987,1.3038509555585092,0.2473927343075864,0.890234488651201,block
LSTM,0.4,1,wind_u,2.045993317814411,1.085891204884594,0.5516670129875624,0.7032426794309744,block
LSTM,0.4,1,wind_v,2.6325283398477985,1.2012606853276342,0.6375334253210402,0.4677788517086762,block
Latent ODE,0.4,1,water_level,0.21421195857257763,0.37040789434029353,0.8361294052386007,0.3730859085450064,block
Latent ODE,0.4,1,air_temp,2.6181901027564867,1.1423778618065605,0.3044350207721332,0.6638424906362053,block
Latent ODE,0.4,1,water_temp,1.1350918000150723,0.791334283466891,0.15738547653502413,1.118144927658764,block
Latent ODE,0.4,1,air_pressure,3.091844606389521,1.2988719431398996,0.246402145624017,0.8866698883703995,block
Latent ODE,0.4,1,wind_u,2.1377865868816723,1.1033725390584512,0.5764174938995891,0.7347935862352774,block
Latent ODE,0.4,1,wind_v,3.117473861669031,1.3693599352986856,0.7549752681840365,0.5539497224662979,block
Persistence,0.4,1,water_level,0.5741625552355502,0.5923038419351538,2.2411176248907725,1.0,block
Persistence,0.4,1,air_temp,3.943992949663854,1.3519131941495885,0.45859526177719123,1.0,block
Persistence,0.4,1,water_temp,1.0151562395330922,0.657471046570413,0.14075588292884975,1.0,block
Persistence,0.4,1,air_pressure,3.4870301190356052,1.4086249995897657,0.2778961469830409,1.0,block
Persistence,0.4,1,wind_u,2.9093702325773476,1.2948198334296939,0.7844617926687005,1.0,block
Persistence,0.4,1,wind_v,5.627719872824193,1.7244543641756225,1.3628949299274518,1.0,block
LSTM,0.4,2,water_level,0.11269265388552084,0.23551008928860867,0.4398710618022533,0.20644947109090223,block
LSTM,0.4,2,air_temp,1.9216280061641278,0.9937846987619542,0.22344094164781125,0.5147868501067042,block
LSTM,0.4,2,water_temp,0.790120671671942,0.6576291066912848,0.10955371048369014,0.7959679430916244,block
LSTM,0.4,2,air_pressure,3.3644390014058727,1.3439330670092942,0.26812634343082226,0.9533621138317738,block
LSTM,0.4,2,wind_u,2.16694184361801,1.1096275101846724,0.5842787089175356,0.7476182004768452,block
LSTM,0.4,2,wind_v,2.646592692158511,1.2034969329833984,0.6409394645145589,0.47911367072632943,block
Latent ODE,0.4,2,water_level,0.21865923394800715,0.3728691211874554,0.8534883694130041,0.4005769820947304,block
Latent ODE,0.4,2,air_temp,2.697133446260551,1.1632125973075509,0.3136143077895957,0.7225377787293346,block
Latent ODE,0.4,2,water_temp,1.1144720046849879,0.7847001872006464,0.15452645111167346,1.1227196313256644,block
Latent ODE,0.4,2,air_pressure,3.267440132472826,1.3385184115157662,0.26039609418776105,0.9258760911436945,block
Latent ODE,0.4,2,wind_u,2.1697244723242513,1.114203938599645,0.5850289970310205,0.7485782372549813,block
Latent ODE,0.4,2,wind_v,3.1076819829482147,1.3633093762753614,0.7526039167016166,0.5625848385026908,block
Persistence,0.4,2,water_level,0.545860705237171,0.579175964925299,2.130647559802043,1.0,block
Persistence,0.4,2,air_temp,3.7328614858087685,1.3335389071366186,0.43404555031173925,1.0,block
Persistence,0.4,2,water_temp,0.9926538857871952,0.642765799928197,0.13763583249115768,1.0,block
Persistence,0.4,2,air_pressure,3.529025280733515,1.4252081528302878,0.28124291865675577,1.0,block
Persistence,0.4,2,wind_u,2.898460527359945,1.2933200690679092,0.7815201777389468,1.0,block
Persistence,0.4,2,wind_v,5.523934827712836,1.7024072169466793,1.3377607521465706,1.0,block
LSTM,0.4,3,water_level,0.12396969538011986,0.2459273041531258,0.4838885203071921,0.22036558062874095,block
LSTM,0.4,3,air_temp,2.1301546158897753,1.0114803959206107,0.2476877687580864,0.5640957452546388,block
